Date,JPM_Open,JPM_High,JPM_Low,JPM_Close,JPM_Adj_Close,JPM_Volume,JPM_Dividend,VIX_Close,RiskFreeRate_3M,RiskFreeRate_1Y,RiskFreeRate_10Y,Daily_Return,Volatility_21D,Dividend_Yield,Dividend_Growth,RiskFreeRate_3M_Decimal,RiskFreeRate_1Y_Decimal,RiskFreeRate_10Y_Decimal,VIX_Return,VIX_JPM_Corr,Rate_MA5,Rate_MA20,Interest_Rate_Momentum,Sentiment_Score,Article_Count
2018-02-15,115.73999786376953,115.98999786376953,114.22000122070312,115.51000213623047,92.39596557617188,12130200,0.0,19.1299991607666,1.58,1.99,2.9,0.004164134661563749,0.3103587823921518,0.0,0.0,0.0158,0.0199,0.028999999999999998,-0.006749795772083567,-0.8173880862543468,0.015840000000000003,0.014965000000000001,0.0008750000000000025,0.6242871918093991,0
2018-02-16,114.55000305175781,116.06999969482422,114.5,114.68000030517578,91.73207092285156,13214300,0.0,19.459999084472656,1.62,2.0,2.87,-0.007211259544642311,0.311616429135753,0.0,0.0,0.016200000000000003,0.02,0.0287,0.017250388822956486,-0.8113968937211982,0.01598,0.015054999999999999,0.0009250000000000022,0.6139830049566297,0
2018-02-20,114.6500015258789,115.38999938964844,113.97000122070312,114.70999908447266,91.75605010986328,13461500,0.0,20.600000381469727,1.66,2.01,2.88,0.000261370458351915,0.3114538952149852,0.0,0.0,0.0166,0.020099999999999996,0.0288,0.058581775469182196,-0.8193858516381671,0.01606,0.015165000000000001,0.000895,0.5995940764785572,0
2018-02-21,115.0,117.44999694824219,114.66999816894531,115.19000244140625,92.14002227783203,14212500,0.0,20.020000457763672,1.64,2.03,2.94,0.00417597527759326,0.30923158511697774,0.0,0.0,0.016399999999999998,0.0203,0.0294,-0.02815533558085659,-0.8200983257012243,0.01616,0.015265,0.000895,0.6032365124371768,0
2018-02-22,115.5,116.43000030517578,114.76000213623047,114.9800033569336,91.9720458984375,17070400,0.0,18.719999313354492,1.63,2.02,2.92,-0.0018247193425861262,0.3092876149234172,0.0,0.0,0.0163,0.0202,0.0292,-0.06493512061359841,-0.815261154625424,0.01626,0.015365,0.000895,0.6208613054924101,0
2018-02-23,115.30999755859375,117.38999938964844,115.30999755859375,117.30999755859375,93.83578491210938,12162500,0.0,16.489999771118164,1.64,2.02,2.88,0.020061603572414443,0.31401429649392465,0.0,0.0,0.016399999999999998,0.0202,0.0288,-0.11912391154018309,-0.823434068329579,0.01638,0.015475,0.0009049999999999996,0.6562655351646072,0
2018-02-26,118.13999938964844,118.9000015258789,117.31999969482422,118.7699966430664,95.00363159179688,16511200,0.0,15.800000190734863,1.66,2.03,2.86,0.012368832631980886,0.3166057677771925,0.0,0.0,0.0166,0.0203,0.0286,-0.04184351667437969,-0.8238153015780011,0.01646,0.0156,0.0008599999999999997,0.6730729173460279,0
2018-02-27,118.91000366210938,119.33000183105469,117.3499984741211,117.36000061035156,93.87580108642578,17563300,0.0,18.59000015258789,1.66,2.08,2.9,-0.011942474560264316,0.3194375336432038,0.0,0.0,0.0166,0.0208,0.028999999999999998,0.17658227393497672,-0.8251599774475051,0.01646,0.015710000000000002,0.0007499999999999972,0.6239684941747312,0
2018-02-28,117.81999969482422,118.48999786376953,115.33999633789062,115.5,92.38797760009766,17735600,0.0,19.850000381469727,1.65,2.07,2.87,-0.015975785962494698,0.3244509171134258,0.0,0.0,0.0165,0.0207,0.0287,0.06777838722644836,-0.82327683155039,0.01648,0.015815,0.0006650000000000024,0.5975442038544416,0
2018-03-01,115.4800033569336,116.63999938964844,112.6500015258789,113.43000030517578,90.732177734375,18690000,0.0,22.469999313354492,1.63,2.05,2.81,-0.01808479237294518,0.32888045862686843,0.0,0.0,0.0163,0.020499999999999997,0.0281,0.13198986808738677,-0.8216004682019163,0.01648,0.0159,0.0005800000000000007,0.5559397892310753,0
2018-03-02,112.38999938964844,113.55999755859375,111.12000274658203,113.31999969482422,90.64419555664062,18353700,0.0,19.59000015258789,1.65,2.06,2.86,-0.0009701614718477104,0.32825957552556856,0.0,0.0,0.0165,0.0206,0.0286,-0.12817086109366038,-0.8133992469444579,0.0165,0.015985,0.0005150000000000016,0.5925402496696051,0
2018-03-05,112.05000305175781,115.93000030517578,111.88999938964844,115.05999755859375,92.03604125976562,13933000,0.0,18.729999542236328,1.7,2.06,2.88,0.015238349373059895,0.33082409361825466,0.0,0.0,0.017,0.0206,0.0288,-0.04389997976788962,-0.8130120755707401,0.01658,0.016095,0.0004849999999999993,0.6074316371975154,0
2018-03-06,115.63999938964844,115.81999969482422,114.31999969482422,115.16000366210938,92.11599731445312,10674400,0.0,18.360000610351562,1.68,2.06,2.88,0.000868370074324381,0.3213047146030612,0.0,0.0,0.0168,0.0206,0.0288,-0.01975434815416921,-0.8044451561194503,0.01662,0.01618,0.0004399999999999994,0.6264356934552479,0
2018-03-07,113.75,115.0999984741211,113.11000061035156,114.7300033569336,91.77205657958984,13006500,0.0,17.760000228881836,1.68,2.05,2.89,-0.0037407665006286934,0.2670817545537216,0.0,0.0,0.0168,0.020499999999999997,0.028900000000000002,-0.03267975825291858,-0.8765364607482159,0.01668,0.016260000000000004,0.00041999999999999676,0.6618063446041753,0
2018-03-08,115.11000061035156,115.2300033569336,113.20999908447266,114.73999786376953,91.78006744384766,11173700,0.0,16.540000915527344,1.67,2.05,2.86,8.728707777718407e-05,0.24775630901957452,0.0,0.0,0.0167,0.020499999999999997,0.0286,-0.06869365414593254,-0.8530392317555695,0.01676,0.01632,0.0004399999999999994,0.6609921417203397,0
2018-03-09,116.55000305175781,118.08000183105469,115.66999816894531,118.04000091552734,94.4197006225586,15366600,0.0,14.640000343322754,1.67,2.03,2.9,0.028354600604720823,0.2646835819979228,0.0,0.0,0.0167,0.0203,0.028999999999999998,-0.114873063303214,-0.8494335954467561,0.0168,0.01638,0.00042000000000000023,0.7002815174224997,0
2018-03-12,118.0,118.75,117.25,117.66000366210938,94.11575317382812,12339300,0.0,15.779999732971191,1.71,2.05,2.87,-0.003224302972551471,0.2027601933837013,0.0,0.0,0.0171,0.020499999999999997,0.0287,0.07786880894223391,-0.8001032868978023,0.016819999999999998,0.01646,0.0003599999999999992,0.7094174737893219,0
2018-03-13,118.19999694824219,118.47000122070312,115.83000183105469,116.25,92.98789978027344,13312300,0.0,16.350000381469727,1.73,2.03,2.84,-0.012056066642422484,0.20174552500893558,0.0,0.0,0.0173,0.0203,0.028399999999999998,0.03612171471128467,-0.788341218436088,0.01692,0.016515,0.0004050000000000026,0.6825110882142227,0
2018-03-14,116.55999755859375,116.58999633789062,114.5999984741211,114.94999694824219,91.94801330566406,12905100,0.0,17.229999542236328,1.76,2.05,2.81,-0.011246030227961869,0.20164427412653957,0.0,0.0,0.0176,0.020499999999999997,0.0281,0.05382257738439855,-0.7834817152811633,0.017079999999999998,0.0166,0.0004799999999999978,0.6544488622315185,0
2018-03-15,115.87000274658203,116.0,114.83000183105469,115.23999786376953,92.17999267578125,8748000,0.0,16.59000015258789,1.77,2.07,2.82,0.002519763266007129,0.20094418452251556,0.0,0.0,0.0177,0.0207,0.0282,-0.03714448094322875,-0.7843807958253,0.01728,0.016694999999999998,0.0005850000000000022,0.6611881357297558,0
2018-03-16,115.33999633789062,116.5999984741211,115.33999633789062,115.44000244140625,92.3399887084961,19888900,0.0,15.800000190734863,1.78,2.08,2.85,0.0017341869602660457,0.18490230543318303,0.0,0.0,0.0178,0.0208,0.0285,-0.0476190448816719,-0.7368508418574087,0.0175,0.016795,0.0007050000000000008,0.6596026154643121,0
2018-03-19,115.0999984741211,115.44999694824219,113.30000305175781,114.52999877929688,91.61207580566406,13214900,0.0,19.020000457763672,1.8,2.08,2.85,-0.00791419986642625,0.18634273100911555,0.0,0.0,0.018000000000000002,0.0208,0.0285,0.20379748279477994,-0.7074263398677264,0.01768,0.016885,0.0007950000000000006,0.6076162439396606,0
2018-03-20,114.87000274658203,115.44999694824219,114.44999694824219,114.63999938964844,91.7000732421875,9921200,0.0,18.200000762939453,1.81,2.08,2.89,0.0009600830467581182,0.18472542462153538,0.0,0.0,0.0181,0.0208,0.028900000000000002,-0.04311249606145551,-0.7074185725691347,0.01784,0.01696,0.0008800000000000023,0.6238880359684401,0
2018-03-21,114.80999755859375,116.62999725341797,114.20999908447266,114.73999786376953,91.78006744384766,13633000,0.0,17.860000610351562,1.74,2.06,2.89,0.0008719658316100732,0.18474911030340235,0.0,0.0,0.0174,0.0206,0.028900000000000002,-0.018681326282152133,-0.7155260694535287,0.017800000000000003,0.01701,0.0007900000000000025,0.6289815933735838,0
2018-03-22,113.19999694824219,113.5999984741211,109.54000091552734,109.94999694824219,87.94853973388672,22550400,0.0,23.34000015258789,1.72,2.05,2.83,-0.042643276130057105,0.23563624803246427,0.0,0.0,0.0172,0.020499999999999997,0.028300000000000002,0.30683087093850103,-0.8190079585954283,0.0177,0.017055,0.0006449999999999997,0.5248748242091381,0
2018-03-23,110.2699966430664,110.91999816894531,106.76000213623047,107.01000213623047,85.59685516357422,23081500,0.0,24.8700008392334,1.74,2.04,2.82,-0.027103323949372746,0.2508836950822155,0.0,0.0,0.0174,0.0204,0.0282,0.06555272821949254,-0.8067796028052379,0.01762,0.017105,0.0005150000000000016,0.4885425507507973,0
2018-03-26,109.19000244140625,111.16000366210938,108.6500015258789,110.30999755859375,88.23649597167969,20217500,0.0,21.030000686645508,1.79,2.06,2.85,0.03037212022416966,0.2651784630822603,0.0,0.0,0.0179,0.0206,0.0285,-0.15440289597940582,-0.8149331751662776,0.017599999999999998,0.017169999999999998,0.0004299999999999998,0.5481021349213188,0
2018-03-27,111.06999969482422,111.69000244140625,107.30000305175781,108.16999816894531,86.52474975585938,18039900,0.0,22.5,1.77,2.1,2.78,-0.01959016659642535,0.2650568716260627,0.0,0.0,0.0177,0.021,0.0278,0.06990010772029942,-0.8120349621276802,0.01752,0.017224999999999997,0.0002950000000000036,0.5086281797257163,0
2018-03-28,108.27999877929688,109.16999816894531,106.6500015258789,108.0,86.38875579833984,19189300,0.0,22.8700008392334,1.73,2.12,2.77,-0.0015729712392768905,0.26379542365699526,0.0,0.0,0.0173,0.0212,0.0277,0.016444481743706607,-0.8237558802533711,0.017499999999999998,0.017265,0.0002349999999999991,0.5096530235364864,0
2018-03-29,108.5,110.77999877929688,107.77999877929688,109.97000122070312,87.96456146240234,13274600,0.0,19.969999313354492,1.73,2.09,2.74,0.01807649659598777,0.27053637543230064,0.0,0.0,0.0173,0.0209,0.0274,-0.12680373500047992,-0.8349765146411557,0.01752,0.017315,0.00020500000000000032,0.5702672793986369,0
2018-04-02,109.95999908447266,110.7300033569336,106.08000183105469,107.8499984741211,86.26875305175781,18822500,0.0,23.6200008392334,1.77,2.08,2.73,-0.019466563749215637,0.2715901574310641,0.0,0.0,0.0177,0.0208,0.0273,0.18277424393490338,-0.8341146660101547,0.017580000000000002,0.017375,0.00020500000000000032,0.5186656997902686,0
2018-04-03,108.36000061035156,109.5,107.26000213623047,109.33000183105469,87.45262145996094,14050700,0.0,21.100000381469727,1.75,2.09,2.79,0.013629718722497281,0.27721099365639146,0.0,0.0,0.0175,0.0209,0.0279,-0.10668926199096018,-0.8669077213350747,0.0175,0.017400000000000002,9.99999999999994e-05,0.5624145411880136,0
2018-04-04,107.0999984741211,111.20999908447266,107.0199966430664,110.98999786376953,88.78044891357422,15302600,0.0,20.059999465942383,1.71,2.07,2.79,0.015069278177736041,0.27708136211264356,0.0,0.0,0.0171,0.0207,0.0279,-0.04928914202488288,-0.8683526044152652,0.01738,0.017415000000000003,-3.500000000000378e-05,0.5767824747839463,0
2018-04-05,111.62999725341797,112.83000183105469,111.38999938964844,111.87999725341797,89.94617462158203,16627000,0.0,18.940000534057617,1.72,2.07,2.83,0.013044975795997945,0.2816842357775952,0.0,0.0,0.0172,0.0207,0.028300000000000002,-0.05583245073292675,-0.8698532119930624,0.01736,0.017435,-7.499999999999868e-05,0.5996119640323545,0
2018-04-06,110.55000305175781,111.55000305175781,107.81999969482422,109.08999633789062,87.7031478881836,18906000,0.0,21.489999771118164,1.73,2.06,2.77,-0.02525363910508796,0.29378945851621985,0.0,0.0,0.0173,0.0206,0.0277,0.1346356475795858,-0.882455809167229,0.01736,0.017465,-0.00010500000000000093,0.5513309009188208,0
2018-04-09,110.01000213623047,112.9800033569336,109.88999938964844,110.4000015258789,88.75630950927734,15974300,0.0,21.770000457763672,1.76,2.08,2.78,0.011936726334909692,0.2977718393239934,0.0,0.0,0.0176,0.0208,0.0278,0.013029348051544432,-0.8798034831542159,0.01734,0.01751,-0.00017,0.5544887478912432,0
2018-04-10,112.12999725341797,112.87000274658203,111.41999816894531,112.51000213623047,90.45270538330078,13951400,0.0,20.469999313354492,1.74,2.09,2.8,0.01893260276632554,0.2874408276456935,0.0,0.0,0.0174,0.0209,0.027999999999999997,-0.05971525572226477,-0.8735260053179142,0.01732,0.017525,-0.00020500000000000032,0.5669661298598254,0
2018-04-11,111.66000366210938,111.80999755859375,110.5199966430664,110.62000274658203,88.9332046508789,14503300,0.0,20.239999771118164,1.73,2.09,2.79,-0.016941543238961656,0.29204144366984514,0.0,0.0,0.0173,0.0209,0.0279,-0.011235933070416815,-0.8517499722142218,0.01736,0.017525000000000002,-0.00016500000000000195,0.5620008768783984,0
2018-04-12,111.55999755859375,114.38999938964844,111.5,113.37000274658203,91.14405059814453,16435500,0.0,18.489999771118164,1.75,2.11,2.83,0.02455565012257866,0.3045300092468876,0.0,0.0,0.0175,0.021099999999999997,0.028300000000000002,-0.08646245157063659,-0.8568700321412506,0.017419999999999998,0.01752,-0.00010000000000000286,0.608139697478797,0
2018-04-13,115.0199966430664,115.1500015258789,109.05000305175781,110.30000305175781,88.67594146728516,32123450,0.0,17.40999984741211,1.76,2.12,2.82,-0.027452610883185707,0.3163760493886632,0.0,0.0,0.0176,0.0212,0.0282,-0.05840994792185128,-0.7734824154343353,0.017480000000000002,0.017515,-3.499999999999684e-05,0.6135179637114445,0
2018-04-16,110.94000244140625,111.47000122070312,109.79000091552734,110.20999908447266,88.60357666015625,16580500,0.0,16.559999465942383,1.79,2.12,2.83,-0.0008163922365371709,0.31602288349483854,0.0,0.0,0.0179,0.0212,0.028300000000000002,-0.048822538134374205,-0.7698631606002783,0.01754,0.01752,1.9999999999999185e-05,0.6233574263102031,0
2018-04-17,111.37000274658203,111.91999816894531,109.98999786376953,110.20999908447266,88.60357666015625,15501400,0.0,15.25,1.8,2.16,2.82,0.0,0.3158297281514024,0.0,0.0,0.018000000000000002,0.0216,0.0282,-0.07910625049454578,-0.7636784775611519,0.017660000000000002,0.01752,0.00014000000000000123,0.6405499835860473,0
2018-04-18,110.52999877929688,111.06999969482422,108.88999938964844,109.31999969482422,87.88807678222656,16081400,0.0,15.600000381469727,1.81,2.17,2.87,-0.00810807518394595,0.3158764389276731,0.0,0.0,0.0181,0.0217,0.0287,0.022950844686539407,-0.8020281673765108,0.017820000000000003,0.01752,0.00030000000000000165,0.635565349894337,0
2018-04-19,109.52999877929688,111.87000274658203,109.5,111.72000122070312,89.81756591796875,17911000,0.0,15.960000038146973,1.82,2.21,2.92,0.021716417500292885,0.32631832550613915,0.0,0.0,0.0182,0.022099999999999998,0.0292,0.02307690050475042,-0.7624846188610248,0.01796,0.01756,0.00040000000000000105,0.6429119684903851,0
2018-04-20,112.30000305175781,112.73999786376953,110.87999725341797,111.47000122070312,89.61653900146484,15584400,0.0,16.8799991607666,1.81,2.22,2.96,-0.002240677720671758,0.32627295190216765,0.0,0.0,0.0181,0.0222,0.0296,0.057644055164203234,-0.7587002032721596,0.01806,0.017605000000000003,0.0004549999999999971,0.628260107256884,0
2018-04-23,111.56999969482422,111.94999694824219,110.62999725341797,110.93000030517578,89.18242645263672,11285800,0.0,16.34000015258789,1.87,2.25,2.98,-0.00485588270314458,0.2899373481383037,0.0,0.0,0.0187,0.0225,0.0298,-0.03199046416031859,-0.672927794529545,0.018220000000000004,0.01767,0.0005500000000000019,0.6582651102928355,0
2018-04-24,111.75,112.9000015258789,109.58999633789062,110.41000366210938,88.76436614990234,16453100,0.0,18.020000457763672,1.87,2.25,3.0,-0.0046987199463389565,0.27278243981570366,0.0,0.0,0.0187,0.0225,0.03,0.1028151951950691,-0.6464209887746931,0.01836,0.01771,0.0006500000000000013,0.6482288930907261,0
2018-04-25,110.2699966430664,110.52999877929688,108.5999984741211,109.98999786376953,88.42669677734375,13548200,0.0,17.84000015258789,1.85,2.26,3.03,-0.0038113635726624946,0.2525067505347929,0.0,0.0,0.018500000000000003,0.0226,0.030299999999999997,-0.009988917902509331,-0.5850271010462493,0.01844,0.017750000000000002,0.0006899999999999996,0.6303857591347912,0
2018-04-26,109.97000122070312,110.81999969482422,109.33999633789062,110.0999984741211,88.51513671875,10299500,0.0,16.239999771118164,1.82,2.25,3.0,0.0009996499643262246,0.24213451498051758,0.0,0.0,0.0182,0.0225,0.03,-0.08968611927044345,-0.5458108305721789,0.01844,0.017795000000000002,0.0006449999999999997,0.6649009283639986,0
2018-04-27,109.55000305175781,110.16000366210938,109.12999725341797,109.4000015258789,87.95237731933594,9384000,0.0,15.40999984741211,1.82,2.24,2.96,-0.0063780725900265105,0.24336762210741214,0.0,0.0,0.0182,0.022400000000000003,0.0296,-0.05110837040663996,-0.527926896689143,0.01846,0.01784,0.000619999999999999,0.6735877705564803,0
2018-04-30,109.75,110.30000305175781,108.75,108.77999877929688,87.45391082763672,13744900,0.0,15.930000305175781,1.87,2.24,2.95,-0.005683579976499696,0.23598807210782427,0.0,0.0,0.0187,0.022400000000000003,0.029500000000000002,0.03374435190867309,-0.4919630879568902,0.018459999999999997,0.01789,0.0005699999999999976,0.6522105822286632,0
2018-05-01,108.44999694824219,108.97000122070312,107.54000091552734,108.77999877929688,87.45391082763672,10503400,0.0,15.489999771118164,1.85,2.26,2.97,0.0,0.2254423916973192,0.0,0.0,0.018500000000000003,0.0226,0.0297,-0.027620874176295995,-0.4114243331613644,0.018420000000000002,0.01794,0.00048000000000000126,0.6699191431865203,0
2018-05-02,108.11000061035156,109.48999786376953,107.7300033569336,107.91999816894531,86.76253509521484,12162100,0.0,15.970000267028809,1.84,2.24,2.97,-0.007937016029235721,0.2221516991365396,0.0,0.0,0.0184,0.022400000000000003,0.0297,0.030987766494718016,-0.3838895417611847,0.0184,0.018005,0.0003949999999999995,0.6504039979538728,0
2018-05-03,107.58999633789062,107.7699966430664,105.18000030517578,107.23999786376953,86.21581268310547,15379100,0.0,15.899999618530273,1.84,2.24,2.94,-0.006321302517500713,0.2156750401255846,0.0,0.0,0.0184,0.022400000000000003,0.0294,-0.004383259068758805,-0.3634556433954158,0.01844,0.018065,0.00037500000000000033,0.638645363748756,0
2018-05-04,106.43000030517578,108.73999786376953,105.9800033569336,108.43000030517578,87.17255401611328,11967900,0.0,14.770000457763672,1.84,2.24,2.95,0.011035931204274804,0.21408654563222734,0.0,0.0,0.0184,0.022400000000000003,0.029500000000000002,-0.07106913131303927,-0.3680133696923601,0.018480000000000003,0.01812,0.0003600000000000027,0.653170137463696,0
2018-05-07,108.76000213623047,109.68000030517578,108.36000061035156,109.37000274658203,87.92825317382812,9356700,0.0,14.75,1.86,2.25,2.95,0.008631643243689894,0.19829499826449853,0.0,0.0,0.018600000000000002,0.0225,0.029500000000000002,-0.00135412709165883,-0.17963562765122343,0.01846,0.01817,0.00029000000000000206,0.673618196263171,0
2018-05-08,109.52999877929688,111.33999633789062,109.27999877929688,110.98999786376953,89.23066711425781,12543200,0.0,14.710000038146973,1.87,2.26,2.97,0.014703605135449075,0.20059051582311752,0.0,0.0,0.0187,0.0226,0.0297,-0.0027118618205442813,-0.19011734000466726,0.018500000000000003,0.018235,0.00026500000000000135,0.6758216304177365,0
2018-05-09,111.44000244140625,113.63999938964844,111.02999877929688,113.41000366210938,91.17623901367188,11368100,0.0,13.420000076293945,1.88,2.27,3.0,0.02156954377476129,0.20386568757858464,0.0,0.0,0.018799999999999997,0.0227,0.03,-0.08769544245463712,-0.23409916508941256,0.01858,0.01831,0.0002699999999999994,0.6953378149697182,0
2018-05-10,113.19000244140625,114.44000244140625,112.75,114.29000091552734,91.88367462158203,9159700,0.0,13.229999542236328,1.9,2.27,2.97,0.0077290447220069395,0.19518316877713807,0.0,0.0,0.019,0.0227,0.0297,-0.014158012889526561,-0.231885580429665,0.0187,0.018385000000000002,0.0003149999999999993,0.7126659905226946,0
2018-05-11,114.48999786376953,114.7300033569336,113.66999816894531,113.86000061035156,91.53800201416016,10253000,0.0,12.649999618530273,1.92,2.28,2.97,-0.0037691621077458708,0.17693473126065687,0.0,0.0,0.0192,0.022799999999999997,0.0297,-0.04383975387560857,-0.10994223848414249,0.018860000000000002,0.018465000000000002,0.0003949999999999995,0.70387498594641,0
2018-05-14,114.11000061035156,114.69999694824219,113.73999786376953,113.9000015258789,91.5701675415039,8710700,0.0,12.930000305175781,1.93,2.28,3.0,0.00035132815485680455,0.14561517746038302,0.0,0.0,0.019299999999999998,0.022799999999999997,0.03,0.02213444229953576,-0.2708816452275067,0.019,0.018535000000000003,0.00046499999999999667,0.7165295589788979,0
2018-05-15,113.91000366210938,113.91000366210938,112.56999969482422,113.02999877929688,90.8707275390625,11536200,0.0,14.630000114440918,1.92,2.31,3.08,-0.007667616725285934,0.14890282172423217,0.0,0.0,0.0192,0.0231,0.0308,0.13147716698696743,-0.3508141029608322,0.0191,0.018595,0.0005049999999999985,0.6888009235407331,0
2018-05-16,112.88999938964844,113.69000244140625,112.62999725341797,113.33999633789062,91.11992645263672,7571100,0.0,13.420000076293945,1.92,2.32,3.09,0.002738591942556672,0.1489262167454055,0.0,0.0,0.0192,0.0232,0.030899999999999997,-0.08270676887778083,-0.368445219936864,0.019179999999999996,0.01865,0.0005299999999999958,0.7072646496259649,0
2018-05-17,113.19999694824219,113.41000366210938,112.19999694824219,112.95999908447266,90.81444549560547,8617200,0.0,13.430000305175781,1.92,2.32,3.11,-0.003358147675336459,0.1460123829850036,0.0,0.0,0.0192,0.0232,0.0311,0.0007451735339034649,-0.35553409196886854,0.019219999999999998,0.0187,0.0005199999999999962,0.709952863489917,0
2018-05-18,112.75,112.80000305175781,110.83999633789062,111.12999725341797,89.34319305419922,11806300,0.0,13.420000076293945,1.91,2.32,3.06,-0.016333308552734422,0.13916065643328662,0.0,0.0,0.0191,0.0232,0.030600000000000002,-0.0007446186637822816,-0.4446893199067877,0.0192,0.01875,0.000449999999999999,0.6874433409685734,0
2018-05-21,112.05000305175781,112.54000091552734,111.91999816894531,112.1500015258789,90.1632308959961,9441900,0.0,13.079999923706055,1.93,2.35,3.06,0.009136648464829375,0.14264952792110885,0.0,0.0,0.019299999999999998,0.0235,0.030600000000000002,-0.025335331643439485,-0.4480114993291898,0.0192,0.018779999999999998,0.00042000000000000023,0.6989456667143381,0
2018-05-22,112.3499984741211,114.29000091552734,112.29000091552734,113.01000213623047,90.85462188720703,11507600,0.0,13.220000267028809,1.93,2.34,3.06,0.007638963148468331,0.14353459494391393,0.0,0.0,0.019299999999999998,0.023399999999999997,0.030600000000000002,0.010703390224721554,-0.44349699312826135,0.019219999999999998,0.01881,0.00040999999999999717,0.7044353796190295,0
2018-05-23,112.51000213623047,112.7699966430664,111.12000274658203,112.48999786376953,90.43658447265625,11453900,0.0,12.579999923706055,1.92,2.29,3.01,-0.0046117863504347755,0.1434922963131905,0.0,0.0,0.0192,0.0229,0.0301,-0.04841152272280502,-0.400517182714075,0.019219999999999998,0.018844999999999997,0.00037500000000000033,0.713390858875899,0
